director.id,director.gender,director.birth_year,director.birth_country,director.tf.movie_director
Director_766613,G1,1943.0,C7,4
Director_766679,G1,1880.0,C40,1
Director_766691,G1,1954.0,C32,2
Director_766711,G1,1937.0,C21,1
Director_766983,G1,1932.0,C2,3
Director_767032,G1,1935.0,C2,3
Director_767053,G1,1961.0,C2,3
Director_767096,G1,1887.0,C2,1
Director_767148,G1,1971.0,C4,1
Director_767189,G1,1940.0,C20,2
Director_2158984,G2,1922.0,C20,12
Director_767378,G1,1971.0,C4,4
Director_768177,G1,1976.0,C7,3
Director_768346,G1,1959.0,C38,2
Director_768549,G1,1962.0,C93,6
Director_768607,G1,1969.0,C2,1
Director_768736,G1,1907.0,C4,31
Director_768752,G1,1951.0,C2,10
Director_769123,G1,1914.0,C7,1
Director_769133,G1,1879.0,C33,7
Director_769212,G1,1960.0,C26,8
Director_769218,G1,1970.0,C4,2
Director_769372,G1,1922.0,C2,1
Director_2160437,G2,1974.0,C7,2
Director_769521,G1,1979.0,C7,3
Director_769619,G1,1953.0,C4,1
Director_769949,G1,1915.0,C4,6
Director_769989,G1,1935.0,C4,3
Director_770005,G1,1954.0,C7,15
Director_770008,G1,1962.0,C7,1
Director_770265,G1,1952.0,C7,2
Director_770541,G1,1942.0,C20,1
Director_770542,G1,1907.0,C87,22
Director_770744,G1,1971.0,C128,4
Director_770834,G1,1976.0,C122,2
Director_770858,G1,1923.0,C8,1
Director_770925,G1,1956.0,C26,1
Director_770944,G1,1935.0,C37,3
Director_770972,G1,1941.0,C55,8
Director_771099,G1,1914.0,C7,4
Director_771152,G1,1979.0,C7,2
Director_771331,G1,1982.0,C45,1
Director_771358,G1,1930.0,C10,12
Director_771562,G1,1980.0,C7,1
Director_771616,G1,1973.0,C37,1
Director_772035,G1,1971.0,C110,2
Director_772064,G1,1963.0,C110,3
Director_2161983,G2,1929.0,C18,1
Director_772274,G1,1944.0,C18,1
Director_772286,G1,1936.0,C60,3
Director_772627,G1,1915.0,C4,2
Director_772649,G1,1967.0,C4,3
Director_772984,G1,1887.0,C8,2
Director_773020,G1,1930.0,C72,2
Director_773126,G1,1922.0,C57,1
Director_773170,G1,1948.0,C45,5
Director_773317,G1,1951.0,C237,1
Director_773424,G1,1936.0,C37,1
Director_773431,G1,1963.0,C7,1
Director_773446,G1,1921.0,C46,4
Director_773482,G1,1923.0,C37,3
Director_773507,G1,1924.0,C37,27
Director_773548,G1,1933.0,C45,19
Director_2162711,G2,1965.0,C18,1
Director_773817,G1,1991.0,C7,2
Director_773934,G1,1942.0,C13,4
Director_774103,G1,1978.0,C122,2
Director_774189,G1,1951.0,C60,2
Director_774306,G1,1945.0,C7,23
Director_774334,G1,1964.0,C54,4
Director_774461,G1,1946.0,C8,9
Director_774580,G1,1970.0,C136,5
Director_774818,G1,1962.0,C7,2
Director_775292,G1,1971.0,C14,3
Director_775456,G1,1930.0,C72,1
Director_775672,G1,1961.0,C13,1
Director_775689,G1,1944.0,C13,1
Director_775910,G1,1922.0,C223,14
Director_776258,G1,1929.0,C19,1
Director_776259,G1,1959.0,C14,1
Director_776261,G1,1903.0,C11,10
Director_2164239,G2,1950.0,C7,1
Director_776549,G1,1961.0,C10,1
Director_777420,G1,1900.0,C44,5
Director_777442,G1,1922.0,C137,1
Director_777616,G1,1920.0,C4,1
Director_777805,G1,1971.0,C28,1
Director_777952,G1,1957.0,C28,1
Director_777974,G1,1932.0,C12,1
Director_778371,G1,1953.0,C7,3
Director_778607,G1,1943.0,C55,2
Director_778649,G1,1943.0,C2,5
Director_778695,G1,1959.0,C36,2
Director_778697,G1,1982.0,C7,1
Director_778849,G1,1966.0,C13,4
Director_2165541,G2,1959.0,C4,1
Director_779023,G1,1960.0,C45,3
Director_779114,G1,1969.0,C7,1
Director_779154,G1,1947.0,C7,1
Director_779837,G1,1974.0,C7,4
Director_779895,G1,1978.0,C7,2
Director_779967,G1,1894.0,C7,116
Director_780205,G1,1969.0,C7,14
Director_780278,G1,1955.0,C13,20
Director_780422,G1,1935.0,C19,4
Director_780425,G1,1944.0,C7,11
Director_780526,G1,1962.0,C113,4
Director_780570,G1,1970.0,C7,2
Director_780680,G1,1966.0,C206,4
Director_2166515,G2,1911.0,C23,5
Director_780818,G1,1912.0,C7,13
Director_780931,G1,1971.0,C7,1
Director_780993,G1,1977.0,C4,1
Director_781003,G1,1942.0,C2,1
Director_781164,G1,1902.0,C5,1
Director_781248,G1,1918.0,C7,5
Director_781459,G1,1961.0,C28,6
Director_781522,G1,1946.0,C2,3
Director_2166935,G2,1939.0,C104,2
Director_781647,G1,1974.0,C152,2
Director_781667,G1,1972.0,C26,7
Director_781687,G1,1953.0,C57,2
Director_781990,G1,1926.0,C7,3
Director_782033,G1,1947.0,C2,21
Director_2167193,G2,1931.0,C55,6
Director_782109,G1,1974.0,C22,1
Director_782187,G1,1945.0,C57,2
Director_782188,G1,1963.0,C60,5
Director_2167303,G2,1975.0,C28,1
Director_782361,G1,1924.0,C77,9
Director_782373,G1,1947.0,C28,2
Director_782379,G1,1952.0,C28,1
Director_782402,G1,1938.0,C28,1
Director_782600,G1,1986.0,C4,1
Director_782601,G1,1928.0,C57,5
Director_782673,G1,1945.0,C77,8
Director_782774,G1,1954.0,C5,7
Director_782910,G1,1967.0,C60,1
Director_782989,G1,1969.0,C7,1
Director_783014,G1,1932.0,C57,74
Director_783091,G1,1966.0,C7,1
Director_2167792,G2,1944.0,C8,1
Director_783262,G1,1962.0,C57,3
Director_783415,G1,1945.0,C20,9
Director_783603,G1,1990.0,C60,1
Director_783616,G1,1961.0,C7,1
Director_783846,G1,1904.0,C77,3
Director_783913,G1,1944.0,C45,1
Director_784031,G1,1968.0,C59,15
Director_784185,G1,1897.0,C8,1
Director_784283,G1,1974.0,C227,3
Director_784306,G1,1968.0,C227,2
Director_2168483,G2,1971.0,C16,1
Director_2168565,G2,1940.0,C72,1
Director_2168885,G2,1908.0,C7,52
Director_784925,G1,1957.0,C18,1
Director_785104,G1,1965.0,C4,9
Director_2169002,G2,1954.0,C7,1
Director_785129,G1,1953.0,C12,4
Director_785158,G1,1906.0,C23,3
Director_785168,G1,1938.0,C87,2
Director_785200,G1,1938.0,C28,3
Director_785252,G1,1982.0,C7,8
Director_785289,G1,1947.0,C4,1
Director_785585,G1,1951.0,C36,2
Director_786039,G1,1887.0,C8,7
Director_786048,G1,1976.0,C223,7
Director_786177,G1,1937.0,C42,2
Director_786398,G1,1979.0,C7,2
Director_786425,G1,1974.0,C7,6
Director_786427,G1,1949.0,C7,11
Director_786499,G1,1951.0,C38,5
Director_786517,G1,1959.0,C10,2
Director_786751,G1,1972.0,C28,8
Director_786755,G1,1910.0,C28,1
Director_786869,G1,1929.0,C122,3
Director_787150,G1,1923.0,C7,1
Director_787270,G1,1974.0,C7,1
Director_787272,G1,1971.0,C7,1
Director_787292,G1,1924.0,C8,29
Director_787294,G1,1953.0,C8,3
Director_787351,G1,1967.0,C2,7
Director_787352,G1,1938.0,C45,5
Director_787371,G1,1920.0,C2,8
Director_787476,G1,1929.0,C7,1
Director_2170389,G2,1961.0,C10,2
Director_787854,G1,1950.0,C13,2
Director_787939,G1,1921.0,C60,1
Director_2171012,G2,1984.0,C14,1
Director_788235,G1,1977.0,C13,1
Director_788574,G1,1927.0,C223,5
Director_788582,G1,1931.0,C13,4
Director_788697,G1,1951.0,C7,2
Director_788783,G1,1981.0,C7,4
Director_2171460,G2,1975.0,C55,3
Director_2171510,G2,1942.0,C7,1
Director_789028,G1,1951.0,C91,2
Director_789072,G1,1971.0,C7,1
Director_789164,G1,1950.0,C7,1
Director_2171630,G2,1962.0,C4,1
Director_789189,G1,1969.0,C22,3
Director_789214,G1,1927.0,C7,2
Director_789220,G1,1901.0,C7,5
Director_789379,G1,1920.0,C4,1
Director_789386,G1,1955.0,C7,2
Director_789517,G1,1958.0,C7,1
Director_789537,G1,1969.0,C7,2
Director_789569,G1,1889.0,C7,1
Director_789627,G1,1945.0,C7,25
Director_789656,G1,1964.0,C91,1
Director_789664,G1,1964.0,C26,7
Director_789672,G1,1936.0,C7,13
Director_789814,G1,1959.0,C4,17
Director_789912,G1,1911.0,C28,2
Director_789914,G1,1944.0,C28,3
Director_790087,G1,1957.0,C8,24
Director_790088,G1,1955.0,C8,28
Director_2172271,G2,1949.0,C7,1
Director_2172301,G2,1976.0,C7,1
Director_790759,G1,1950.0,C13,14
Director_790816,G1,1922.0,C5,11
Director_790834,G1,1959.0,C13,7
Director_2172794,G2,1969.0,C13,11
Director_791340,G1,1973.0,C26,2
Director_791384,G1,1963.0,C33,11
Director_791679,G1,1952.0,C26,3
Director_791879,G1,1959.0,C7,1
Director_791930,G1,1935.0,C57,1
Director_791996,G1,1909.0,C60,20
Director_792006,G1,1950.0,C7,1
Director_792063,G1,1964.0,C223,4
Director_792224,G1,1975.0,C7,1
Director_792249,G1,1985.0,C76,1
Director_792389,G1,1947.0,C7,16
Director_792396,G1,1941.0,C7,2
Director_792772,G1,1979.0,C7,1
Director_792870,G1,1971.0,C7,2
Director_792940,G1,1960.0,C86,2
Director_793040,G1,1895.0,C7,46
Director_2174210,G2,1946.0,C7,6
Director_793053,G1,1977.0,C10,1
Director_793060,G1,1951.0,C7,1
Director_793134,G1,1947.0,C28,1
Director_793197,G1,1960.0,C118,4
Director_793774,G1,1960.0,C26,4
Director_793888,G1,1951.0,C24,1
Director_2174700,G2,1971.0,C7,2
Director_794055,G1,1985.0,C7,3
Director_794073,G1,1981.0,C7,3
Director_794315,G1,1950.0,C38,22
Director_794382,G1,1927.0,C38,17
Director_794421,G1,1958.0,C7,5
Director_794529,G1,1929.0,C26,3
Director_794534,G1,1889.0,C7,37
Director_794597,G1,1890.0,C18,1
Director_794615,G1,1965.0,C4,2
Director_794900,G1,1954.0,C7,3
Director_794931,G1,1941.0,C7,2
Director_795022,G1,1982.0,C7,4
Director_2175268,G2,1973.0,C7,2
Director_795186,G1,1944.0,C8,2
Director_795223,G1,1967.0,C7,1
Director_795289,G1,1964.0,C4,3
Director_795670,G1,1968.0,C4,2
Director_795771,G1,1965.0,C4,1
Director_795973,G1,1927.0,C26,11
Director_796021,G1,1974.0,C7,1
Director_796184,G1,1986.0,C7,1
Director_796367,G1,1912.0,C26,6
Director_796368,G1,1874.0,C26,2
Director_796376,G1,1930.0,C7,7
Director_796440,G1,1980.0,C7,1
Director_796556,G1,1959.0,C7,2
Director_2176234,G2,1962.0,C7,1
Director_796658,G1,1964.0,C86,2
Director_796677,G1,1972.0,C10,14
Director_796946,G1,1936.0,C7,1
Director_797024,G1,1916.0,C7,1
Director_797034,G1,1912.0,C7,13
Director_797288,G1,1967.0,C26,1
Director_797443,G1,1973.0,C7,1
Director_797482,G1,1964.0,C10,1
Director_797534,G1,1945.0,C86,1
Director_797691,G1,1967.0,C7,5
Director_797712,G1,1975.0,C7,3
Director_797761,G1,1961.0,C7,2
Director_798149,G1,1884.0,C7,1
Director_798159,G1,1975.0,C7,2
Director_798447,G1,1874.0,C2,2
Director_798636,G1,1967.0,C110,1
Director_798655,G1,1961.0,C26,2
Director_2177430,G2,1974.0,C7,1
Director_2177438,G2,1906.0,C26,4
Director_798996,G1,1971.0,C45,1
Director_799053,G1,1976.0,C26,2
Director_799545,G1,1985.0,C7,2
Director_799744,G1,1922.0,C7,32
Director_799853,G1,1982.0,C7,1
Director_799875,G1,1890.0,C7,5
Director_799902,G1,1951.0,C150,3
Director_2178202,G2,1962.0,C24,1
Director_800225,G1,1954.0,C10,12
Director_2178426,G2,1968.0,C7,5
Director_800899,G1,1958.0,C7,1
Director_801011,G1,1950.0,C29,2
Director_801120,G1,1852.0,C26,3
Director_801189,G1,1933.0,C7,1
Director_801266,G1,1937.0,C54,7
Director_801310,G1,1957.0,C10,1
Director_801320,G1,1972.0,C7,3
Director_801427,G1,1962.0,C7,3
Director_801443,G1,1896.0,C7,50
Director_801489,G1,1907.0,C7,1
Director_801495,G1,1917.0,C7,4
Director_801508,G1,1925.0,C7,1
Director_801512,G1,1965.0,C26,1
Director_801534,G1,1976.0,C45,1
Director_801729,G1,1936.0,C30,8
Director_801730,G1,1966.0,C14,3
Director_2179140,G2,1976.0,C10,1
Director_801936,G1,1963.0,C13,3
Director_802022,G1,1924.0,C2,1
Director_802034,G1,1963.0,C4,1
Director_802130,G1,1967.0,C22,2
Director_802214,G1,1964.0,C59,2
Director_802260,G1,1964.0,C7,1
Director_802339,G1,1971.0,C8,1
Director_802347,G1,1974.0,C7,1
Director_802377,G1,1948.0,C45,1
Director_802434,G1,1909.0,C7,11
Director_802479,G1,1949.0,C38,8
Director_802484,G1,1954.0,C7,4
Director_2179572,G2,1947.0,C7,3
Director_2179587,G2,1953.0,C7,4
Director_802757,G1,1967.0,C26,2
Director_802855,G1,1968.0,C7,2
Director_2179733,G2,1979.0,C7,1
Director_802942,G1,1892.0,C7,2
Director_803051,G1,1974.0,C26,2
Director_803054,G1,1964.0,C7,4
Director_2179856,G2,1973.0,C7,1
Director_2179920,G2,1950.0,C26,1
Director_803229,G1,1923.0,C7,18
Director_803343,G1,1940.0,C8,2
Director_803414,G1,1930.0,C7,9
Director_803415,G1,1973.0,C7,1
Director_803766,G1,1974.0,C7,1
Director_803826,G1,1936.0,C7,9
Director_804293,G1,1961.0,C54,1
Director_804456,G1,1946.0,C39,13
Director_804458,G1,1955.0,C10,30
Director_804566,G1,1950.0,C7,1
Director_804580,G1,1955.0,C19,3
Director_804581,G1,1903.0,C46,9
Director_804587,G1,1969.0,C26,2
Director_2180757,G2,1980.0,C7,1
Director_2180831,G2,1975.0,C4,2
Director_805424,G1,1981.0,C22,1
Director_805525,G1,1938.0,C19,1
Director_805607,G1,1965.0,C28,1
Director_805718,G1,1967.0,C28,1
Director_2181139,G2,1965.0,C28,3
Director_805870,G1,1939.0,C28,2
Director_806083,G1,1907.0,C28,7
Director_806099,G1,1942.0,C12,2
Director_806392,G1,1970.0,C28,1
Director_806550,G1,1964.0,C2,1
Director_806688,G1,1975.0,C240,3
Director_806976,G1,1973.0,C73,2
Director_807115,G1,1905.0,C23,13
Director_807162,G1,1950.0,C118,1
Director_807310,G1,1917.0,C46,4
Director_807311,G1,1924.0,C37,1
Director_807325,G1,1972.0,C14,4
Director_807330,G1,1950.0,C22,3
Director_807578,G1,1965.0,C156,2
Director_807689,G1,1925.0,C28,7
Director_807731,G1,1952.0,C14,8
Director_807733,G1,1902.0,C23,2
Director_2181860,G2,1957.0,C7,2
Director_807918,G1,1975.0,C14,1
Director_807940,G1,1965.0,C19,3
Director_807949,G1,1938.0,C14,3
Director_808104,G1,1925.0,C19,6
Director_808239,G1,1940.0,C16,11
Director_808422,G1,1988.0,C7,2
Director_808489,G1,1953.0,C36,4
Director_808576,G1,1915.0,C7,1
Director_2182343,G2,1961.0,C26,10
Director_2182452,G2,1904.0,C4,1
Director_809163,G1,1951.0,C7,11
Director_809234,G1,1941.0,C36,23
Director_2182680,G2,1974.0,C7,1
Director_809438,G1,1982.0,C6,3
Director_809446,G1,1925.0,C122,10
Director_809487,G1,1948.0,C36,3
Director_809574,G1,1946.0,C2,25
Director_2182893,G2,1981.0,C13,1
Director_809771,G1,1982.0,C7,1
Director_809781,G1,1962.0,C7,1
Director_2183124,G2,1976.0,C60,2
Director_2183184,G2,1981.0,C33,1
Director_810347,G1,1969.0,C7,1
Director_810373,G1,1965.0,C7,1
Director_810422,G1,1973.0,C122,6
Director_2183606,G2,1973.0,C113,3
Director_2183664,G2,1968.0,C113,1
Director_811122,G1,1972.0,C113,1
Director_811357,G1,1968.0,C206,1
Director_811495,G1,1960.0,C113,15
Director_811775,G1,1967.0,C113,5
Director_811895,G1,1979.0,C7,1
Director_811981,G1,1969.0,C113,2
Director_812011,G1,1957.0,C113,2
Director_812313,G1,1914.0,C7,9
Director_812423,G1,1933.0,C7,1
Director_812436,G1,1973.0,C7,2
Director_812502,G1,1941.0,C16,3
Director_812503,G1,1939.0,C16,1
Director_812548,G1,1947.0,C7,4
Director_812612,G1,1901.0,C26,15
Director_812658,G1,1964.0,C57,4
Director_812705,G1,1939.0,C13,1
Director_812805,G1,1918.0,C13,1
Director_812994,G1,1944.0,C7,18
Director_813285,G1,1990.0,C7,1
Director_813298,G1,1970.0,C7,2
Director_813402,G1,1937.0,C7,2
Director_813499,G1,1930.0,C10,8
Director_813672,G1,1877.0,C7,4
Director_814058,G1,1972.0,C7,5
Director_814067,G1,1899.0,C26,18
Director_814122,G1,1886.0,C7,61
Director_814220,G1,1974.0,C7,1
Director_814399,G1,1979.0,C7,1
Director_814437,G1,1983.0,C7,3
Director_814595,G1,1975.0,C24,1
Director_814666,G1,1954.0,C7,3
Director_814756,G1,1926.0,C7,1
Director_814893,G1,1959.0,C7,3
Director_814992,G1,1975.0,C7,2
Director_815059,G1,1947.0,C7,1
Director_2185973,G2,1978.0,C7,1
Director_815255,G1,1942.0,C7,18
Director_815327,G1,1970.0,C7,1
Director_815869,G1,1967.0,C10,1
Director_815871,G1,1977.0,C7,1
Director_815893,G1,1954.0,C7,2
Director_815932,G1,1946.0,C8,1
Director_2186438,G2,1948.0,C38,2
Director_816012,G1,1912.0,C13,19
Director_816108,G1,1983.0,C7,1
Director_816165,G1,1926.0,C36,2
Director_816273,G1,1896.0,C13,8
Director_816598,G1,1954.0,C59,1
Director_816693,G1,1981.0,C10,1
Director_816816,G1,1962.0,C7,1
Director_816855,G1,1950.0,C60,1
Director_817088,G1,1964.0,C57,1
Director_817204,G1,1968.0,C13,2
Director_817219,G1,1960.0,C8,4
Director_817341,G1,1980.0,C7,2
Director_817455,G1,1981.0,C7,1
Director_817495,G1,1970.0,C26,8
Director_2187239,G2,1986.0,C7,1
Director_817508,G1,1884.0,C72,1
Director_817514,G1,1938.0,C72,1
Director_817614,G1,1878.0,C7,1
Director_817616,G1,1942.0,C26,5
Director_817663,G1,1974.0,C7,1
Director_817722,G1,1966.0,C7,2
Director_817734,G1,1933.0,C65,7
Director_817902,G1,1875.0,C7,7
Director_817920,G1,1893.0,C7,1
Director_817960,G1,1969.0,C60,3
Director_818038,G1,1899.0,C122,2
Director_818098,G1,1968.0,C7,1
Director_818252,G1,1930.0,C4,6
Director_2187633,G2,1968.0,C14,2
Director_818556,G1,1904.0,C45,1
Director_818668,G1,1964.0,C13,1
Director_818682,G1,1924.0,C45,4
Director_819269,G1,1969.0,C13,13
Director_819304,G1,1947.0,C13,17
Director_819684,G1,1972.0,C7,2
Director_819848,G1,1936.0,C8,8
Director_819897,G1,1955.0,C8,1
Director_819944,G1,1954.0,C45,1
Director_820185,G1,1920.0,C18,11
Director_820240,G1,1950.0,C7,1
Director_820308,G1,1931.0,C72,10
Director_820432,G1,1948.0,C4,1
Director_820458,G1,1979.0,C22,1
Director_820499,G1,1980.0,C26,3
Director_820577,G1,1961.0,C2,14
Director_820817,G1,1964.0,C13,1
Director_820972,G1,1920.0,C7,4
Director_2189534,G2,1941.0,C7,1
Director_821376,G1,1939.0,C37,10
Director_821434,G1,1920.0,C4,6
Director_821522,G1,1984.0,C7,1
Director_821540,G1,1862.0,C123,1
Director_2189742,G2,1970.0,C10,1
Director_821793,G1,1928.0,C7,10
Director_822062,G1,1946.0,C7,20
Director_822488,G1,1983.0,C7,1
Director_822529,G1,1939.0,C4,8
Director_822572,G1,1943.0,C123,7
Director_822731,G1,1933.0,C46,6
Director_822752,G1,1906.0,C55,35
Director_822773,G1,1978.0,C10,3
Director_822802,G1,1973.0,C7,1
Director_822846,G1,1947.0,C7,1
Director_822901,G1,1979.0,C7,1
Director_822945,G1,1949.0,C18,1
Director_822989,G1,1929.0,C38,5
Director_823054,G1,1950.0,C26,2
Director_823074,G1,1903.0,C4,19
Director_823217,G1,1974.0,C7,1
Director_823303,G1,1930.0,C20,2
Director_823446,G1,1979.0,C9,1
Director_823556,G1,1910.0,C123,3
Director_823691,G1,1954.0,C21,3
Director_823713,G1,1960.0,C7,2
Director_823729,G1,1931.0,C36,2
Director_823804,G1,1932.0,C4,17
Director_823842,G1,1975.0,C7,1
Director_823860,G1,1982.0,C243,1
Director_2191015,G2,1973.0,C17,1
Director_823914,G1,1910.0,C23,1
Director_823929,G1,1980.0,C37,2
Director_824081,G1,1953.0,C45,1
Director_824669,G1,1965.0,C4,2
Director_824711,G1,1952.0,C245,1
Director_824769,G1,1983.0,C4,2
Director_2191491,G2,1965.0,C4,1
Director_824888,G1,1916.0,C7,1
Director_824954,G1,1894.0,C26,3
Director_825009,G1,1978.0,C24,2
Director_825061,G1,1978.0,C7,1
Director_825184,G1,1974.0,C7,1
Director_825327,G1,1962.0,C7,1
Director_825439,G1,1985.0,C10,3
Director_825484,G1,1959.0,C26,1
Director_825744,G1,1910.0,C4,1
Director_825893,G1,1964.0,C4,7
Director_825916,G1,1880.0,C26,3
Director_826015,G1,1899.0,C7,8
Director_826589,G1,1974.0,C7,1
Director_826597,G1,1959.0,C72,1
Director_826600,G1,1988.0,C7,3
Director_2192454,G2,1943.0,C72,1
Director_826823,G1,1974.0,C7,4
Director_826837,G1,1972.0,C18,1
Director_826910,G1,1923.0,C4,8
Director_826953,G1,1958.0,C102,17
Director_827101,G1,1939.0,C14,3
Director_827243,G1,1954.0,C13,8
Director_827247,G1,1916.0,C13,13
Director_827713,G1,1892.0,C4,1
Director_827801,G1,1911.0,C4,1
Director_827809,G1,1916.0,C7,15
Director_827874,G1,1970.0,C4,1
Director_827875,G1,1977.0,C7,2
Director_827895,G1,1982.0,C39,1
Director_828307,G1,1962.0,C45,2
Director_828334,G1,1954.0,C37,1
Director_828346,G1,1974.0,C7,1
Director_2193459,G2,1941.0,C134,2
Director_828506,G1,1908.0,C36,1
Director_828569,G1,1970.0,C7,5
Director_828687,G1,1968.0,C7,2
Director_828768,G1,1927.0,C4,5
Director_828809,G1,1963.0,C7,6
Director_828815,G1,1944.0,C36,4
Director_829447,G1,1931.0,C4,1
Director_829531,G1,1950.0,C39,1
Director_829794,G1,1970.0,C8,2
Director_829902,G1,1963.0,C8,10
Director_830096,G1,1965.0,C102,8
Director_2194456,G2,1938.0,C65,1
Director_2194509,G2,1958.0,C24,5
Director_830208,G1,1951.0,C57,4
Director_830252,G1,1938.0,C8,30
Director_830308,G1,1935.0,C50,4
Director_830614,G1,1956.0,C20,1
Director_830628,G1,1940.0,C4,5
Director_830721,G1,1922.0,C2,10
Director_830778,G1,1987.0,C2,1
Director_2194856,G2,1967.0,C36,1
Director_830986,G1,1966.0,C20,2
Director_831005,G1,1870.0,C7,1
Director_831089,G1,1947.0,C112,14
Director_831153,G1,1944.0,C39,5
Director_831261,G1,1910.0,C44,3
Director_831372,G1,1918.0,C60,1
Director_831526,G1,1915.0,C6,1
Director_831550,G1,1946.0,C45,2
Director_831554,G1,1943.0,C45,7
Director_831559,G1,1950.0,C45,3
Director_831677,G1,1924.0,C7,1
Director_831712,G1,1966.0,C65,2
Director_831799,G1,1931.0,C13,1
Director_831898,G1,1946.0,C122,1
Director_831907,G1,1953.0,C65,1
Director_831945,G1,1986.0,C20,1
Director_832039,G1,1930.0,C36,2
Director_2195633,G2,1953.0,C8,1
Director_832162,G1,1963.0,C13,5
Director_832181,G1,1963.0,C13,5
Director_832255,G1,1937.0,C14,21
Director_832256,G1,1966.0,C14,7
Director_2195733,G2,1988.0,C45,1
Director_832429,G1,1936.0,C127,9
Director_832431,G1,1943.0,C64,5
Director_832531,G1,1962.0,C36,3
Director_832555,G1,1958.0,C4,8
Director_832582,G1,1984.0,C7,1
Director_832742,G1,1926.0,C36,1
Director_832877,G1,1910.0,C74,1
Director_832893,G1,1966.0,C7,1
Director_2196270,G2,1964.0,C14,1
Director_833225,G1,1934.0,C57,8
Director_833232,G1,1939.0,C57,4
Director_2196471,G2,1948.0,C8,2
Director_833531,G1,1937.0,C13,8
Director_833544,G1,1926.0,C48,6
Director_833720,G1,1912.0,C9,1
Director_833726,G1,1969.0,C9,10
Director_833809,G1,1975.0,C7,1
Director_833976,G1,1975.0,C10,1
Director_834332,G1,1956.0,C9,2
Director_2196961,G2,1946.0,C7,12
Director_834419,G1,1947.0,C36,2
Director_834505,G1,1928.0,C65,4
Director_834533,G1,1986.0,C7,5
Director_834620,G1,1936.0,C2,13
Director_834690,G1,1893.0,C44,21
Director_834711,G1,1897.0,C45,1
Director_834792,G1,1962.0,C13,8
Director_834953,G1,1890.0,C8,2
Director_834984,G1,1968.0,C8,1
Director_835035,G1,1973.0,C7,8
Director_835160,G1,1982.0,C22,1
Director_835163,G1,1927.0,C7,1
Director_835197,G1,1966.0,C110,8
Director_835305,G1,1972.0,C7,2
Director_835307,G1,1959.0,C7,1
Director_835700,G1,1967.0,C7,1
Director_835722,G1,1930.0,C9,3
Director_835958,G1,1986.0,C7,3
Director_835973,G1,1892.0,C44,7
Director_835994,G1,1936.0,C7,35
Director_836028,G1,1907.0,C115,2
Director_836162,G1,1965.0,C42,1
Director_2198113,G2,1974.0,C65,2
Director_836375,G1,1966.0,C14,5
Director_836388,G1,1942.0,C19,1
Director_2198207,G2,1948.0,C36,1
Director_836504,G1,1974.0,C7,2
Director_836637,G1,1962.0,C8,3
Director_836733,G1,1969.0,C7,1
Director_836762,G1,1922.0,C35,1
Director_836817,G1,1956.0,C26,7
Director_837111,G1,1936.0,C36,4
Director_837131,G1,1905.0,C4,42
Director_837161,G1,1921.0,C8,1
Director_837409,G1,1935.0,C123,1
Director_837516,G1,1979.0,C7,3
Director_837528,G1,1966.0,C102,1
Director_837630,G1,1931.0,C10,30
Director_837682,G1,1942.0,C36,7
Director_837791,G1,1943.0,C8,3
Director_837809,G1,1940.0,C5,3
Director_837825,G1,1971.0,C22,1
Director_838017,G1,1973.0,C14,4
Director_838052,G1,1958.0,C26,3
Director_838073,G1,1939.0,C7,1
Director_838090,G1,1928.0,C36,3
Director_838106,G1,1964.0,C8,5
Director_838117,G1,1927.0,C19,2
Director_838273,G1,1951.0,C7,4
Director_838295,G1,1936.0,C57,1
Director_838495,G1,1926.0,C57,8
Director_838505,G1,1964.0,C9,12
Director_838736,G1,1956.0,C37,1
Director_838886,G1,1961.0,C247,1
Director_838940,G1,1975.0,C134,2
Director_838942,G1,1981.0,C74,5
Director_838980,G1,1948.0,C20,2
Director_839008,G1,1954.0,C20,1
Director_839102,G1,1919.0,C7,1
Director_839276,G1,1950.0,C46,3
Director_839288,G1,1963.0,C14,4
Director_839455,G1,1976.0,C45,4
Director_839458,G1,1925.0,C87,6
Director_2200029,G2,1977.0,C36,1
Director_839750,G1,1929.0,C7,27
Director_839917,G1,1977.0,C36,1
Director_840075,G1,1964.0,C7,4
Director_840111,G1,1934.0,C46,4
Director_840260,G1,1905.0,C23,9
Director_840331,G1,1976.0,C14,1
Director_840428,G1,1972.0,C7,1
Director_840680,G1,1944.0,C9,2
Director_2200565,G2,1962.0,C4,1
Director_840716,G1,1981.0,C7,1
Director_840733,G1,1975.0,C10,1
Director_2200665,G2,1983.0,C7,1
Director_840979,G1,1945.0,C72,1
Director_840981,G1,1947.0,C72,11
Director_841176,G1,1946.0,C36,3
Director_841188,G1,1968.0,C55,2
Director_2200867,G2,1992.0,C26,1
Director_841241,G1,1970.0,C7,1
Director_2200930,G2,1974.0,C7,1
Director_841533,G1,1979.0,C7,1
Director_841556,G1,1952.0,C9,6
Director_841570,G1,1939.0,C7,8
Director_841593,G1,1976.0,C7,1
Director_841599,G1,1913.0,C7,20
Director_841600,G1,1982.0,C69,1
Director_841635,G1,1965.0,C54,3
Director_841827,G1,1986.0,C7,1
Director_841901,G1,1972.0,C4,5
Director_841960,G1,1979.0,C7,1
Director_841983,G1,1909.0,C7,3
Director_842044,G1,1933.0,C46,5
Director_842260,G1,1940.0,C4,4
Director_842288,G1,1973.0,C17,9
Director_842309,G1,1963.0,C4,3
