actor.id,actor.gender,actor.birth_year,actor.birth_country,actor.tf.movie_actor
Actor_1308129,G1,1933,C2,1
Actor_507199,G1,1918,C2,2
Actor_2071299,G2,1946,C18,6
Actor_933981,G1,1924,C110,10
Actor_2308837,G2,1940,C13,3
Actor_1674279,G1,1947,C12,4
Actor_1353659,G1,1956,C84,2
Actor_3475,G1,1957,C2,1
Actor_1967569,G2,1927,C2,3
Actor_1193028,G1,1949,C44,2
Actor_2546737,G2,1923,C2,3
Actor_2373371,G2,1962,C5,1
Actor_693102,G1,1940,C2,3
Actor_2489633,G2,1965,C2,1
Actor_26192,G1,1945,C46,1
Actor_1992119,G2,1942,C2,1
Actor_1097276,G1,1946,C82,4
Actor_462924,G1,1964,C12,1
Actor_968609,G1,1931,C11,1
Actor_1057095,G1,1967,C2,3
Actor_2691437,G2,1869,C5,7
Actor_1219771,G1,1895,C2,2
Actor_2223824,G2,1916,C2,6
Actor_1884372,G2,1996,C2,1
Actor_1492344,G1,1968,C2,1
Actor_1247973,G1,1915,C2,3
Actor_1776369,G2,1933,C12,2
Actor_1643954,G1,1956,C2,2
Actor_919366,G1,1998,C107,1
Actor_2029177,G2,1928,C5,22
Actor_79087,G1,1974,C2,2
Actor_2054062,G2,1977,C2,3
Actor_2560174,G2,1955,C180,1
Actor_1623677,G1,1946,C2,3
Actor_2131780,G2,1960,C60,1
Actor_1656297,G1,1988,C12,2
Actor_344231,G1,1936,C44,1
Actor_2060215,G2,1974,C25,8
Actor_91036,G1,1943,C12,1
Actor_1311086,G1,1914,C2,4
Actor_1787700,G2,1979,C84,1
Actor_1167804,G1,1992,C2,3
Actor_2086831,G2,1962,C10,5
Actor_2078187,G2,1915,C60,2
Actor_2624577,G2,1974,C10,1
Actor_919210,G1,1961,C47,1
Actor_2447631,G2,1904,C12,7
Actor_1562012,G1,1952,C19,2
Actor_270532,G1,1966,C2,1
Actor_396656,G1,1966,C3,1
Actor_1354892,G1,1930,C47,8
Actor_1924723,G2,1965,C2,10
Actor_1219450,G1,1930,C44,4
Actor_702686,G1,1954,C2,3
Actor_263909,G1,1984,C110,3
Actor_197292,G1,1971,C2,1
Actor_2383532,G2,1915,C67,2
Actor_1679946,G1,1970,C2,1
Actor_18449,G1,1971,C60,3
Actor_2511328,G2,1978,C11,4
Actor_772996,G1,1897,C22,5
Actor_2495805,G2,1969,C40,2
Actor_616703,G1,1953,C18,2
Actor_2077252,G2,1986,C70,3
Actor_1243519,G1,1978,C2,2
Actor_2648217,G2,1941,C25,7
Actor_882886,G1,1931,C12,2
Actor_535478,G1,1911,C35,7
Actor_2429672,G2,1923,C2,2
Actor_2422646,G2,1942,C66,2
Actor_1166354,G1,1966,C3,1
Actor_1115131,G1,1982,C12,1
Actor_1390075,G1,1935,C10,2
Actor_2331355,G2,1958,C2,1
Actor_2384014,G2,1865,C2,2
Actor_2308337,G2,1973,C2,4
Actor_2285320,G2,1949,C44,4
Actor_1231162,G1,1973,C24,6
Actor_2455542,G2,1964,C2,24
Actor_928701,G1,1973,C47,3
Actor_183099,G1,1980,C2,1
Actor_242474,G1,1973,C40,2
Actor_2083201,G2,1911,C47,1
Actor_131327,G1,1919,C47,1
Actor_1846163,G2,1983,C2,1
Actor_662652,G1,1878,C10,3
Actor_1400364,G1,1942,C44,7
Actor_439937,G1,1926,C2,3
Actor_404395,G1,1907,C2,9
Actor_1087824,G1,1944,C36,5
Actor_935339,G1,1967,C2,3
Actor_2325546,G2,1980,C25,1
Actor_2202663,G2,1932,C24,2
Actor_1093852,G1,1939,C9,3
Actor_841822,G1,1903,C47,3
Actor_254979,G1,1964,C2,3
Actor_1677013,G1,1931,C18,5
Actor_1423574,G1,1938,C2,1
Actor_2485622,G2,1949,C2,8
Actor_806716,G1,1960,C24,15
Actor_2650010,G2,1925,C2,13
Actor_1422391,G1,1953,C12,2
Actor_2125784,G2,1979,C2,1
Actor_1693741,G1,1919,C10,1
Actor_2210445,G2,1922,C2,3
Actor_975815,G1,1907,C510,2
Actor_1252795,G1,1980,C128,1
Actor_375084,G1,1981,C12,3
Actor_1873360,G2,1925,C5,2
Actor_1798519,G2,1902,C12,1
Actor_1435914,G1,1989,C224,4
Actor_184299,G1,1921,C47,2
Actor_1548995,G1,1921,C2,3
Actor_504143,G1,1974,C47,7
Actor_1471096,G1,1952,C44,3
Actor_692033,G1,1875,C10,5
Actor_2085022,G2,1893,C2,22
Actor_1709957,G1,1981,C25,1
Actor_2080794,G2,1921,C2,5
Actor_475632,G1,1911,C2,2
Actor_2191196,G2,1905,C14,1
Actor_2062070,G2,1909,C2,4
Actor_2265633,G2,1951,C90,4
Actor_31160,G1,1938,C2,4
Actor_924470,G1,1946,C12,1
Actor_2589090,G2,1976,C5,4
Actor_1629968,G1,1916,C2,1
Actor_127072,G1,1909,C18,2
Actor_1688927,G1,1962,C2,1
Actor_1672126,G1,1976,C2,2
Actor_2128925,G2,1971,C70,2
Actor_160919,G1,1946,C53,6
Actor_473870,G1,1946,C18,5
Actor_1255765,G1,1995,C10,2
Actor_2424836,G2,1966,C15,8
Actor_1964154,G2,1980,C44,5
Actor_2295167,G2,1979,C27,1
Actor_784815,G1,1976,C13,1
Actor_300097,G1,1911,C2,5
Actor_1429302,G1,1899,C25,17
Actor_2335242,G2,1962,C9,4
Actor_329994,G1,1946,C2,2
Actor_1520676,G1,1906,C2,1
Actor_1223410,G1,1982,C2,2
Actor_1488086,G1,1933,C2,2
Actor_721552,G1,1905,C9,3
Actor_450604,G1,1973,C47,7
Actor_1223992,G1,1903,C17,1
Actor_2533977,G2,1980,C2,2
Actor_2065969,G2,1920,C2,13
Actor_625755,G1,1923,C14,5
Actor_170021,G1,1955,C2,24
Actor_2183059,G2,1930,C2,9
Actor_1543193,G1,1971,C10,10
Actor_994437,G1,1927,C25,1
Actor_1181377,G1,1953,C5,4
Actor_2384392,G2,1929,C5,2
Actor_2099577,G2,1950,C2,12
Actor_375594,G1,1905,C2,18
Actor_2450383,G2,1980,C2,1
Actor_1785782,G2,1985,C60,1
Actor_2296974,G2,1964,C5,1
Actor_1076871,G1,1909,C12,2
Actor_1703829,G1,1979,C2,4
Actor_235576,G1,1929,C31,2
Actor_269524,G1,1928,C5,2
Actor_1530968,G1,1937,C110,3
Actor_1183480,G1,1930,C10,1
Actor_1207213,G1,1978,C2,1
Actor_1255032,G1,1978,C2,4
Actor_1982402,G2,1919,C2,5
Actor_1900236,G2,1917,C12,3
Actor_7720,G1,1926,C10,1
Actor_1485102,G1,1922,C11,4
Actor_1356227,G1,1935,C10,11
Actor_2270584,G2,1963,C12,2
Actor_715369,G1,1937,C2,1
Actor_1631232,G1,1965,C58,2
Actor_1581372,G1,1962,C25,3
Actor_492499,G1,1928,C44,16
Actor_1244301,G1,1970,C9,1
Actor_1711173,G1,1982,C2,1
Actor_634087,G1,1884,C11,1
Actor_2158310,G2,1915,C10,3
Actor_2142342,G2,1986,C12,6
Actor_1589524,G1,1984,C25,2
Actor_1765340,G2,1941,C14,4
Actor_2515484,G2,1923,C10,5
Actor_366252,G1,1950,C3,1
Actor_498788,G1,1941,C2,8
Actor_1480408,G1,1902,C5,6
Actor_2090538,G2,1963,C4,1
Actor_1763848,G2,1922,C2,7
Actor_1119895,G1,1944,C64,15
Actor_168511,G1,1967,C69,10
Actor_2488616,G2,1960,C31,1
Actor_1317896,G1,1943,C5,1
Actor_1725423,G1,1955,C31,1
Actor_1717649,G1,1984,C2,2
Actor_2192879,G2,1973,C9,3
Actor_137385,G1,1932,C10,1
Actor_874977,G1,1912,C47,2
Actor_1898808,G2,1997,C12,2
Actor_714659,G1,1926,C18,1
Actor_1889119,G2,1983,C2,1
Actor_1247721,G1,1971,C2,2
Actor_2201913,G2,1964,C44,1
Actor_378620,G1,1966,C2,5
Actor_1076427,G1,1944,C27,2
Actor_2552466,G2,1933,C2,4
Actor_1773330,G2,1903,C2,1
Actor_1115264,G1,1941,C24,8
Actor_791075,G1,1941,C110,15
Actor_2527378,G2,1935,C4,8
Actor_2399110,G2,1963,C2,4
Actor_2173113,G2,1982,C24,1
Actor_1627330,G1,1948,C2,3
Actor_687184,G1,1969,C2,4
Actor_1113374,G1,1964,C5,3
Actor_1978678,G2,1941,C70,2
Actor_950573,G1,1892,C2,4
Actor_491146,G1,1849,C12,2
Actor_679768,G1,1942,C2,11
Actor_2587663,G2,1930,C90,6
Actor_921137,G1,1944,C2,9
Actor_941683,G1,1945,C2,2
Actor_1764513,G2,1986,C25,4
Actor_2623338,G2,1985,C31,4
Actor_1813464,G2,1970,C3,2
Actor_448066,G1,1900,C5,19
Actor_2336231,G2,1932,C12,6
Actor_2580205,G2,1962,C2,2
Actor_1153432,G1,1929,C24,1
Actor_234603,G1,1965,C2,1
Actor_6152,G1,1899,C5,4
Actor_70168,G1,1940,C14,3
Actor_1085052,G1,1971,C2,1
Actor_2317267,G2,1960,C2,6
Actor_560292,G1,1953,C2,2
Actor_685595,G1,1961,C12,4
Actor_1442323,G1,1929,C12,1
Actor_1426798,G1,1906,C53,5
Actor_1994400,G2,1981,C2,3
Actor_1645973,G1,1920,C10,1
Actor_1881479,G2,1977,C58,2
Actor_1016953,G1,1951,C10,2
Actor_2253265,G2,1922,C2,23
Actor_2468366,G2,1912,C2,24
Actor_846787,G1,1958,C44,1
Actor_1296951,G1,1971,C3,1
Actor_1527114,G1,1934,C110,18
Actor_932510,G1,1923,C2,2
Actor_1672783,G1,1970,C9,8
Actor_445829,G1,1972,C12,1
Actor_742841,G1,1977,C2,1
Actor_2383502,G2,1898,C40,14
Actor_2491642,G2,1968,C2,1
Actor_2186551,G2,1984,C2,4
Actor_1791755,G2,1952,C36,1
Actor_709057,G1,1949,C2,8
Actor_2484424,G2,1891,C2,7
Actor_390632,G1,1954,C2,5
Actor_2107581,G2,1973,C34,16
Actor_2166068,G2,1976,C2,4
Actor_407017,G1,1931,C128,1
Actor_1550577,G1,1985,C2,2
Actor_2690011,G2,1953,C2,2
Actor_1396453,G1,1969,C2,3
Actor_2344845,G2,1973,C12,4
Actor_1843767,G2,1965,C43,3
Actor_1542689,G1,1947,C25,1
Actor_220426,G1,1908,C47,7
Actor_746189,G1,1937,C18,3
Actor_688614,G1,1981,C2,2
Actor_1834972,G2,1983,C24,5
Actor_1105119,G1,1922,C10,19
Actor_1780582,G2,1963,C60,13
Actor_2572581,G2,1968,C13,3
Actor_25877,G1,1927,C90,2
Actor_267484,G1,1901,C53,5
Actor_321835,G1,1913,C2,2
Actor_951415,G1,1899,C12,6
Actor_1791679,G2,1979,C184,1
Actor_2695784,G2,1957,C110,1
Actor_2606363,G2,1885,C2,1
Actor_2062727,G2,1874,C31,8
Actor_1283385,G1,1918,C2,1
Actor_2698319,G2,1976,C58,2
Actor_2592315,G2,1985,C2,1
Actor_2118965,G2,1981,C2,1
Actor_1992974,G2,1984,C26,3
Actor_430901,G1,1956,C44,25
Actor_1555699,G1,1968,C2,11
Actor_1355235,G1,1903,C5,2
Actor_1872507,G2,1973,C12,4
Actor_2065111,G2,1981,C2,2
Actor_2590199,G2,1939,C47,3
Actor_2540746,G2,1949,C2,1
Actor_2561803,G2,1989,C24,1
Actor_2032543,G2,1973,C36,2
Actor_795362,G1,1923,C2,4
Actor_561549,G1,1902,C2,15
Actor_535097,G1,1984,C9,1
Actor_398847,G1,1965,C2,4
Actor_1673305,G1,1944,C2,2
Actor_2521227,G2,1922,C25,17
Actor_2648119,G2,1970,C2,1
Actor_795714,G1,1974,C2,1
Actor_1704461,G1,1970,C44,1
Actor_1474406,G1,1933,C2,1
Actor_594685,G1,1978,C2,1
Actor_453566,G1,1983,C10,1
Actor_2108645,G2,1930,C25,14
Actor_2160860,G2,1971,C25,1
Actor_66784,G1,1964,C2,2
Actor_491516,G1,1980,C2,3
Actor_1502689,G1,1946,C36,2
Actor_1970149,G2,1959,C12,1
Actor_1554248,G1,1880,C9,1
Actor_2127039,G2,1981,C110,1
Actor_90774,G1,1973,C2,8
Actor_1937542,G2,1977,C9,2
Actor_1821843,G2,1871,C18,2
Actor_2078806,G2,1986,C69,1
Actor_2204332,G2,1971,C24,4
Actor_1918449,G2,1950,C2,3
Actor_900872,G1,1944,C2,1
Actor_2234768,G2,1961,C31,1
Actor_253747,G1,1909,C12,11
Actor_2453988,G2,1953,C2,1
Actor_1648393,G1,1894,C2,1
Actor_1959676,G2,1941,C121,4
Actor_656628,G1,1977,C10,1
Actor_2602375,G2,1988,C5,1
Actor_2143530,G2,1984,C58,2
Actor_29965,G1,1929,C2,2
Actor_1524209,G1,1980,C49,3
Actor_488030,G1,1935,C9,1
Actor_2410998,G2,1901,C31,13
Actor_143849,G1,1921,C12,3
Actor_1207696,G1,1880,C9,2
Actor_240846,G1,1910,C2,1
Actor_1400811,G1,1986,C10,1
Actor_2473157,G2,1984,C43,2
Actor_83368,G1,1985,C2,2
Actor_2523148,G2,1977,C69,2
Actor_2477635,G2,1958,C22,3
Actor_127194,G1,1957,C10,1
Actor_120823,G1,1882,C2,1
Actor_2222050,G2,1896,C5,2
Actor_2006075,G2,1930,C70,10
Actor_932001,G1,1965,C2,2
Actor_888467,G1,1978,C114,1
Actor_1027460,G1,1953,C58,1
Actor_518806,G1,1975,C11,6
Actor_1298577,G1,1866,C12,1
Actor_1080795,G1,1975,C2,1
Actor_1176624,G1,1963,C2,7
Actor_1105012,G1,1967,C10,2
Actor_2072323,G2,1974,C70,4
Actor_1439442,G1,1926,C5,13
Actor_1104402,G1,1953,C18,1
Actor_2059781,G2,1933,C12,1
Actor_1412723,G1,1883,C31,4
Actor_2161816,G2,1947,C7,1
Actor_266020,G1,1929,C5,2
Actor_2529535,G2,1967,C2,2
Actor_964629,G1,1939,C43,14
Actor_307239,G1,1975,C2,3
Actor_2084635,G2,1939,C10,2
Actor_976877,G1,1972,C31,1
Actor_2420456,G2,1979,C12,4
Actor_87304,G1,1879,C2,9
Actor_1524958,G1,1973,C58,7
Actor_947034,G1,1957,C2,2
Actor_2353089,G2,1949,C47,3
Actor_908400,G1,1927,C10,2
Actor_2539887,G2,1947,C69,1
Actor_2671482,G2,1949,C2,2
Actor_2241636,G2,1941,C18,2
Actor_2130277,G2,1951,C47,1
Actor_524215,G1,1876,C10,32
Actor_1206719,G1,1944,C135,1
Actor_1695930,G1,1958,C47,12
Actor_323909,G1,1951,C2,1
Actor_629402,G1,1946,C40,1
Actor_2318963,G2,1966,C18,6
Actor_1995520,G2,1920,C2,2
Actor_2094418,G2,1947,C2,7
Actor_1744529,G2,1990,C2,2
Actor_225791,G1,1934,C2,10
Actor_1998998,G2,1951,C12,5
Actor_1767578,G2,1979,C24,5
Actor_2573462,G2,1982,C9,16
Actor_665443,G1,1927,C2,2
Actor_2095697,G2,1948,C47,2
Actor_974729,G1,1974,C80,1
Actor_1021202,G1,1979,C409,2
Actor_2591346,G2,1977,C2,2
Actor_2599873,G2,1988,C2,2
Actor_768631,G1,1960,C2,4
Actor_675610,G1,1886,C9,29
Actor_330758,G1,1903,C9,8
Actor_1162913,G1,1945,C12,3
Actor_2059023,G2,1913,C2,11
Actor_2443408,G2,1933,C2,1
Actor_139202,G1,1904,C31,2
Actor_575173,G1,1967,C2,2
Actor_2401127,G2,1962,C60,1
Actor_1721492,G1,1957,C60,4
Actor_1745025,G2,1981,C47,1
Actor_2333641,G2,1966,C12,1
Actor_435823,G1,1954,C35,11
Actor_945351,G1,1925,C12,6
Actor_811495,G1,1960,C101,1
Actor_1182721,G1,1994,C2,5
Actor_2278035,G2,1979,C15,1
Actor_1735423,G1,1926,C31,3
Actor_823332,G1,1978,C2,1
Actor_125702,G1,1935,C10,2
Actor_2082773,G2,1972,C12,8
Actor_252014,G1,1947,C2,5
Actor_1932734,G2,1935,C2,1
Actor_2673441,G2,1916,C2,2
Actor_225694,G1,1960,C2,1
Actor_2300791,G2,1929,C2,1
Actor_1484145,G1,1960,C180,1
Actor_1366244,G1,1960,C24,7
Actor_2448169,G2,1971,C12,1
Actor_744157,G1,1958,C2,11
Actor_954401,G1,1955,C31,4
Actor_2230538,G2,1924,C11,12
Actor_210579,G1,1947,C4,1
Actor_970155,G1,1941,C12,2
Actor_2038365,G2,1918,C2,1
Actor_924746,G1,1893,C2,2
Actor_2461537,G2,1917,C4,13
Actor_2172600,G2,1972,C25,1
Actor_1851643,G2,1966,C2,1
Actor_622833,G1,1933,C2,1
Actor_2106373,G2,1981,C3,1
Actor_1142152,G1,1937,C14,1
Actor_2425986,G2,1914,C2,7
Actor_2291837,G2,1926,C84,6
Actor_252530,G1,1975,C35,1
Actor_1123721,G1,1940,C12,7
Actor_845974,G1,1965,C44,2
Actor_489387,G1,1957,C2,1
Actor_434946,G1,1968,C10,1
Actor_1878216,G2,1977,C3,7
Actor_2353461,G2,1996,C10,5
Actor_205234,G1,1936,C70,3
Actor_1356093,G1,1885,C44,1
Actor_432931,G1,1979,C25,1
Actor_969591,G1,1958,C36,5
Actor_1122906,G1,1965,C12,2
Actor_999276,G1,1900,C142,7
Actor_1500636,G1,1964,C24,3
Actor_1626552,G1,1909,C2,18
Actor_768807,G1,1896,C18,18
Actor_433786,G1,1902,C10,10
Actor_1070874,G1,1946,C2,5
Actor_631212,G1,1928,C10,10
Actor_30994,G1,1947,C2,1
Actor_1501077,G1,1934,C121,4
Actor_1265232,G1,1884,C9,3
Actor_1981312,G2,1917,C73,5
Actor_2298999,G2,1978,C2,1
Actor_378846,G1,1964,C5,3
Actor_664032,G1,1925,C2,4
Actor_1622900,G1,1972,C36,1
Actor_2645883,G2,1947,C19,3
Actor_1146327,G1,1888,C12,53
Actor_1508588,G1,1994,C25,8
Actor_926035,G1,1989,C10,3
Actor_625854,G1,1962,C2,4
Actor_109184,G1,1926,C12,4
Actor_2009062,G2,1978,C24,2
Actor_2360400,G2,1885,C2,3
Actor_779741,G1,1971,C20,9
Actor_1015197,G1,1930,C2,5
Actor_2303355,G2,1963,C9,1
Actor_1061238,G1,1971,C60,1
Actor_2320694,G2,1936,C2,1
Actor_442027,G1,1953,C2,9
Actor_2656630,G2,1956,C2,4
Actor_325286,G1,1916,C2,13
Actor_606304,G1,1952,C2,4
Actor_184782,G1,1947,C10,4
Actor_2171263,G2,1946,C104,4
Actor_599228,G1,1932,C54,2
Actor_2361061,G2,1946,C11,18
Actor_2070608,G2,1977,C11,1
Actor_1590251,G1,1948,C2,3
Actor_2308663,G2,1984,C2,2
Actor_404205,G1,1966,C2,4
Actor_212388,G1,1954,C2,3
Actor_768837,G1,1938,C10,1
Actor_700492,G1,1955,C121,11
Actor_2662883,G2,1969,C47,1
Actor_510627,G1,1936,C36,1
Actor_1006171,G1,1960,C2,2
Actor_2034981,G2,1984,C3,1
Actor_1459761,G1,1954,C2,1
Actor_428815,G1,1931,C54,23
Actor_1330887,G1,1915,C2,6
Actor_2184779,G2,1984,C25,2
Actor_1545280,G1,1962,C2,4
Actor_1064747,G1,1934,C73,18
Actor_1695714,G1,1931,C2,3
Actor_714589,G1,1946,C18,1
Actor_442154,G1,1981,C180,1
Actor_414798,G1,1901,C2,4
Actor_2288401,G2,1947,C36,1
Actor_2108919,G2,1927,C2,1
Actor_272264,G1,1949,C53,7
Actor_2268012,G2,1940,C18,1
Actor_465637,G1,1933,C5,7
Actor_1487782,G1,1949,C2,2
Actor_2389988,G2,1941,C53,4
Actor_2222074,G2,1927,C2,3
Actor_1558356,G1,1965,C2,5
Actor_2571528,G2,1917,C14,1
Actor_2127566,G2,1930,C2,12
Actor_757466,G1,1906,C2,9
Actor_2113581,G2,1983,C2,1
Actor_1390329,G1,1964,C10,1
Actor_2301891,G2,1946,C2,5
Actor_244052,G1,1950,C2,7
Actor_1578218,G1,1908,C2,9
Actor_399496,G1,1948,C31,2
Actor_602086,G1,1952,C2,1
Actor_1281370,G1,1909,C174,1
Actor_1214087,G1,1928,C47,3
Actor_1963624,G2,1925,C2,1
Actor_2446930,G2,1947,C2,7
Actor_311902,G1,1909,C2,3
Actor_1486814,G1,1978,C2,3
Actor_1390472,G1,1982,C10,17
Actor_1446011,G1,1990,C2,2
Actor_2587817,G2,1977,C165,2
Actor_232550,G1,1984,C2,1
Actor_2021600,G2,1938,C42,1
Actor_2440388,G2,1978,C142,2
Actor_1980565,G2,1928,C2,3
Actor_2229926,G2,1970,C114,6
Actor_988262,G1,1893,C3,4
Actor_175823,G1,1945,C2,1
Actor_2372080,G2,1976,C2,1
Actor_1447706,G1,1956,C2,1
Actor_1238313,G1,1943,C104,7
Actor_184394,G1,1921,C13,4
Actor_1418588,G1,1983,C2,1
Actor_1757399,G2,1981,C72,3
Actor_105094,G1,1912,C12,1
Actor_2389946,G2,1953,C58,5
Actor_2186888,G2,1926,C12,3
Actor_566708,G1,1907,C12,7
Actor_451718,G1,1908,C12,1
Actor_1870853,G2,1968,C47,6
Actor_2524653,G2,1977,C2,2
Actor_795044,G1,1912,C2,4
Actor_763346,G1,1969,C2,3
Actor_1988854,G2,1917,C2,24
Actor_1162107,G1,1951,C25,1
Actor_1870595,G2,1882,C10,5
Actor_1223137,G1,1970,C2,6
Actor_301042,G1,1956,C2,4
Actor_2016286,G2,1952,C2,1
Actor_817899,G1,1945,C2,6
Actor_263599,G1,1945,C121,19
Actor_1880999,G2,1939,C44,14
Actor_2175774,G2,1991,C2,1
Actor_1433334,G1,1966,C2,3
Actor_2190511,G2,1953,C10,1
Actor_1464744,G1,1954,C36,2
Actor_1590609,G1,1927,C25,2
Actor_1994092,G2,1985,C142,1
Actor_1930603,G2,1900,C2,22
Actor_694812,G1,1957,C10,1
Actor_2390731,G2,1890,C12,2
Actor_2487807,G2,1930,C2,7
Actor_43974,G1,1947,C2,1
Actor_551024,G1,1931,C2,3
Actor_1706360,G1,1926,C2,3
Actor_2067434,G2,1998,C10,2
Actor_1885097,G2,1951,C2,4
Actor_1794700,G2,1972,C4,13
Actor_63239,G1,1973,C25,50
Actor_2634613,G2,1890,C90,2
Actor_658864,G1,1911,C47,7
Actor_2681805,G2,1994,C2,2
Actor_665164,G1,1914,C42,6
Actor_285067,G1,1949,C3,48
Actor_1722001,G1,1954,C11,6
Actor_2129671,G2,1905,C2,33
Actor_1786034,G2,1907,C2,3
Actor_2098152,G2,1976,C2,3
Actor_2282719,G2,1951,C2,5
Actor_922481,G1,1985,C2,2
Actor_2305472,G2,1961,C9,2
Actor_1698504,G1,1919,C2,10
Actor_1817706,G2,1952,C2,1
Actor_796153,G1,1965,C2,1
Actor_767386,G1,1940,C3,6
Actor_369612,G1,1935,C2,3
Actor_1935770,G2,1955,C9,4
Actor_2093843,G2,1900,C10,4
Actor_522085,G1,1963,C25,3
Actor_338690,G1,1956,C12,1
Actor_839327,G1,1907,C142,10
Actor_1443360,G1,1897,C67,5
Actor_432901,G1,1957,C70,3
Actor_1569971,G1,1937,C2,4
Actor_690273,G1,1977,C2,1
Actor_1454053,G1,1913,C2,2
Actor_293180,G1,1977,C2,3
Actor_891176,G1,1981,C9,2
Actor_1836532,G2,1944,C12,4
Actor_1889429,G2,1969,C2,1
Actor_1343898,G1,1986,C2,1
Actor_812262,G1,1971,C2,1
Actor_493273,G1,1876,C90,5
Actor_335526,G1,1952,C2,1
Actor_2215772,G2,1922,C2,8
Actor_634379,G1,1981,C12,1
Actor_11369,G1,1910,C2,8
Actor_2557105,G2,1922,C19,3
Actor_2594206,G2,1968,C2,1
Actor_1675406,G1,1973,C2,2
Actor_1107374,G1,1949,C70,1
Actor_2198896,G2,1975,C14,1
Actor_445295,G1,1982,C2,3
Actor_228693,G1,1964,C2,3
Actor_586381,G1,1974,C2,2
Actor_2611297,G2,1954,C10,1
Actor_2401186,G2,1983,C2,1
Actor_2063663,G2,1989,C12,2
Actor_736487,G1,1988,C2,2
Actor_1251851,G1,1942,C2,1
Actor_2225197,G2,1918,C5,14
Actor_1511302,G1,1946,C4,3
Actor_1268476,G1,1907,C573,1
Actor_823365,G1,1926,C44,1
Actor_295487,G1,1925,C2,12
Actor_2347591,G2,1978,C4,1
Actor_1186789,G1,1973,C2,1
Actor_478289,G1,1962,C110,4
Actor_1573845,G1,1900,C32,11
Actor_2233123,G2,1933,C18,9
Actor_1346221,G1,1911,C2,6
Actor_483837,G1,1980,C31,1
Actor_720833,G1,1946,C2,1
Actor_642711,G1,1925,C12,2
Actor_892729,G1,1900,C14,4
Actor_744950,G1,1926,C12,1
Actor_173300,G1,1971,C12,2
Actor_123123,G1,1920,C75,1
Actor_2433132,G2,1981,C19,1
Actor_23497,G1,1950,C12,1
Actor_1694171,G1,1995,C44,1
Actor_1811196,G2,1926,C13,2
Actor_789164,G1,1950,C2,4
Actor_921579,G1,1940,C12,1
Actor_2541315,G2,1878,C47,5
Actor_2593966,G2,1880,C5,4
Actor_549491,G1,1910,C5,1
Actor_1321767,G1,1967,C2,2
Actor_489545,G1,1900,C2,6
Actor_399801,G1,1986,C48,5
Actor_1872591,G2,1912,C2,1
Actor_1221364,G1,1952,C11,2
Actor_987418,G1,1927,C36,1
Actor_1619229,G1,1953,C2,2
Actor_1295415,G1,1950,C14,3
Actor_1297327,G1,1929,C5,21
Actor_103809,G1,1947,C5,7
Actor_1135022,G1,1925,C5,2
Actor_2387806,G2,1978,C3,8
Actor_1946509,G2,1987,C10,1
Actor_505206,G1,1965,C37,4
Actor_2453530,G2,1974,C2,5
Actor_1777345,G2,1914,C27,1
Actor_695301,G1,1923,C58,1
Actor_838058,G1,1982,C2,3
Actor_1661652,G1,1938,C2,1
Actor_71535,G1,1954,C19,1
Actor_1789320,G2,1952,C36,6
Actor_2594832,G2,1969,C3,4
Actor_886028,G1,1974,C5,6
Actor_603607,G1,1955,C90,1
Actor_877380,G1,1957,C2,1
Actor_603469,G1,1937,C10,9
Actor_1165356,G1,1897,C3,1
Actor_1207415,G1,1959,C5,14
Actor_942114,G1,1982,C2,1
Actor_1586575,G1,1965,C47,2
Actor_2309739,G2,1943,C43,1
Actor_1093253,G1,1922,C5,5
Actor_845085,G1,1947,C133,2
Actor_525515,G1,1987,C3,3
Actor_1395297,G1,1907,C10,13
Actor_836021,G1,1971,C2,2
Actor_1674003,G1,1988,C2,2
Actor_532435,G1,1974,C18,1
Actor_2166515,G2,1911,C32,14
Actor_1812005,G2,1990,C10,1
Actor_1005465,G1,1949,C12,1
Actor_233672,G1,1945,C31,12
Actor_1049896,G1,1961,C2,14
Actor_2513481,G2,1964,C18,4
Actor_289073,G1,1956,C12,1
Actor_2153303,G2,1972,C2,2
Actor_1512142,G1,1929,C47,1
Actor_511172,G1,1954,C180,1
Actor_692089,G1,1950,C2,14
Actor_1047393,G1,1972,C9,1
Actor_930301,G1,1955,C14,1
Actor_537750,G1,1926,C61,1
Actor_1536192,G1,1924,C12,1
Actor_608743,G1,1885,C32,37
Actor_973892,G1,1948,C31,7
Actor_2335874,G2,1969,C2,2
Actor_1814698,G2,1986,C2,2
Actor_1639327,G1,1963,C47,2
Actor_1632422,G1,1943,C10,3
Actor_2112297,G2,1960,C25,1
Actor_423751,G1,1978,C2,1
Actor_2389984,G2,1907,C2,4
Actor_18600,G1,1976,C24,1
Actor_1718188,G1,1957,C2,1
Actor_1333144,G1,1920,C2,5
Actor_2439552,G2,1982,C65,1
Actor_1423931,G1,1968,C2,1
Actor_2410592,G2,1978,C14,9
Actor_2531858,G2,1972,C69,2
Actor_1447401,G1,1889,C2,1
Actor_2678300,G2,1982,C165,7
Actor_865062,G1,1904,C2,23
Actor_2405522,G2,1970,C2,2
Actor_2537809,G2,1934,C18,1
Actor_1898646,G2,1949,C12,1
Actor_1520516,G1,1920,C70,4
Actor_1999715,G2,1950,C92,3
Actor_2374315,G2,1942,C5,1
Actor_762318,G1,1964,C12,1
Actor_2239654,G2,1950,C156,19
Actor_1532072,G1,1897,C2,1
