hosts.host_id,hosts.host_since,hosts.host_response_time,hosts.host_response_rate,hosts.host_neighbourhood,hosts.tf_listings.host_id
2660281,2012,3,100,1393,1
7521925,2013,5,13,1393,1
2116153,2012,2,100,1393,1
10690405,2013,3,100,1035,1
25423917,2014,2,100,757,1
35935724,2015,3,100,757,1
10464595,2013,1,100,757,1
7700549,2013,1,78,757,2
2480282,2012,3,100,757,1
40729963,2015,1,100,757,1
46874908,2015,3,100,757,2
103628708,2016,3,100,757,1
12584410,2014,2,100,757,1
45187194,2015,1,86,757,3
1618162,2012,3,100,757,1
149191,2010,3,100,757,1
27415240,2015,2,100,757,1
10386323,2013,2,90,757,1
107453570,2016,3,100,757,1
2413056,2012,3,100,757,2
1753797,2012,2,100,757,1
85139518,2016,1,69,757,2
9857118,2013,2,100,757,1
662679,2011,3,100,667,1
2302757,2012,1,100,757,1
38093562,2015,1,100,757,1
13776330,2014,2,100,757,1
94499867,2016,3,100,757,1
24267712,2014,3,100,757,1
4311145,2012,1,82,757,1
34649746,2015,1,50,757,1
3098277,2012,3,88,757,1
12122795,2014,3,100,1154,1
6462912,2013,1,100,1154,1
4649744,2013,3,100,1154,1
805226,2011,3,100,1154,1
7922947,2013,3,100,1154,2
5274515,2013,1,87,1154,1
9203268,2013,3,93,1154,1
2044320,2012,3,100,1768,1
2143907,2012,2,100,1358,3
8380835,2013,2,100,1154,1
5647375,2013,3,100,1154,1
12800307,2014,3,100,1154,1
1186721,2011,1,69,1595,1
10586740,2013,2,100,866,1
3373868,2012,1,89,164,1
19652189,2014,2,100,866,1
5904718,2013,5,40,1154,3
14352259,2014,3,100,1154,1
8942037,2013,3,100,1154,1
46134002,2015,3,100,1154,1
103252275,2016,3,100,1154,3
4396136,2012,2,100,183,1
111282767,2017,3,100,1154,1
1163636,2011,2,100,1154,2
26359235,2015,3,100,1154,1
1130324,2011,2,100,166,1
97902707,2016,1,97,166,12
39109904,2015,2,100,166,1
762526,2011,1,50,166,1
13599612,2014,1,90,166,2
5850852,2013,3,100,166,1
5526024,2013,3,100,166,1
6889245,2013,3,100,166,1
1528848,2011,3,93,166,2
1531985,2011,2,100,166,1
2088500,2012,5,25,166,1
5941984,2013,1,100,166,1
75136628,2016,2,100,166,1
27459326,2015,1,90,166,1
10865513,2013,3,100,166,2
2709587,2012,2,76,166,1
4521623,2012,1,90,166,1
23159270,2014,3,100,166,1
7923177,2013,2,100,166,1
27845974,2015,5,0,166,1
18963816,2014,3,100,166,1
339789,2011,2,100,166,1
7019264,2013,1,100,166,1
21974155,2014,2,90,166,1
5213765,2013,1,100,166,1
5856788,2013,1,100,166,1
315681,2010,2,83,577,1
1629714,2012,3,100,166,1
24229964,2014,2,100,166,2
359211,2011,2,100,166,1
4171914,2012,1,100,166,1
37928140,2015,3,100,166,1
8932884,2013,3,92,166,1
41601580,2015,3,100,166,1
3187146,2012,2,100,166,1
36294205,2015,3,100,166,1
27731967,2015,1,100,166,1
4957509,2013,1,50,166,1
243221,2010,2,100,166,2
27902038,2015,3,100,166,3
9007242,2013,2,100,166,1
27967350,2015,3,100,166,1
3182677,2012,3,100,166,2
16112813,2014,1,60,166,1
19240767,2014,1,60,166,1
39269293,2015,5,0,166,1
2543617,2012,2,100,166,1
36049506,2015,1,75,166,1
22231410,2014,2,100,166,1
5876541,2013,2,100,166,1
4127232,2012,2,100,166,1
120121422,2017,1,100,166,1
25355726,2014,3,100,166,1
14092742,2014,1,100,166,1
1195776,2011,1,100,166,1
23946493,2014,3,90,166,1
5511683,2013,3,100,166,1
53955833,2016,1,100,166,1
47901414,2015,3,100,166,1
86068,2010,1,90,166,2
11015,2009,3,100,166,1
4175360,2012,2,100,166,1
3701121,2012,1,50,166,1
21691236,2014,1,53,166,1
1712104,2012,1,90,166,1
3171680,2012,2,100,166,1
32508277,2015,3,100,166,1
3908898,2012,1,100,166,1
42571558,2015,2,100,166,1
8939933,2013,2,100,166,1
15418632,2014,2,83,166,2
572669,2011,3,80,166,1
24188351,2014,3,100,166,1
4856397,2013,1,100,166,1
17548833,2014,1,100,166,1
24707597,2014,1,64,166,1
14839080,2014,2,100,166,1
74805340,2016,3,100,166,1
63136441,2016,1,100,166,1
464827,2011,2,100,166,1
101994170,2016,1,50,166,1
97161705,2016,1,100,166,1
1524670,2011,1,100,166,1
34430323,2015,3,100,166,1
2750108,2012,1,100,166,1
18588557,2014,1,50,166,1
4722329,2013,3,100,166,1
1473300,2011,1,100,166,1
35137248,2015,3,100,166,1
31711753,2015,3,100,166,1
31974693,2015,3,100,166,1
33635014,2015,3,100,166,1
11649805,2014,1,90,166,1
1899456,2012,5,0,166,1
4063229,2012,3,100,166,1
1471309,2011,1,50,166,1
1300950,2011,2,100,166,1
16330920,2014,2,100,166,1
22381629,2014,2,100,166,1
5375692,2013,1,90,166,3
72930584,2016,2,80,166,1
1992886,2012,1,100,166,1
3065343,2012,2,80,166,1
20193180,2014,3,100,166,1
17233633,2014,1,100,166,1
560831,2011,1,100,166,1
4618347,2013,1,70,166,2
1466660,2011,1,85,166,1
3623636,2012,3,100,166,1
101095778,2016,2,100,166,1
11389781,2014,2,100,166,1
11337734,2014,3,100,166,1
2827076,2012,5,0,166,1
5738556,2013,3,100,166,2
7242866,2013,2,75,166,1
1718617,2012,1,83,166,2
3212229,2012,1,100,166,1
20973585,2014,3,100,166,1
9861565,2013,3,90,166,1
18740900,2014,3,90,166,1
1035039,2011,2,85,166,1
110581835,2017,3,100,166,1
6783646,2013,3,100,166,1
63577461,2016,3,100,166,3
10692949,2013,3,100,166,3
58709682,2016,3,100,166,2
4646651,2013,2,100,166,1
6059955,2013,2,100,166,1
7562259,2013,2,100,166,1
6963967,2013,2,100,166,1
8099439,2013,2,100,166,1
1744018,2012,3,100,166,2
7640207,2013,1,50,166,1
1236977,2011,1,67,166,1
1645972,2012,5,33,166,1
3604330,2012,1,80,166,2
82144943,2016,3,100,166,1
24607469,2014,3,100,166,1
6014561,2013,1,90,166,1
2453841,2012,1,100,166,1
3879639,2012,3,100,166,2
21925969,2014,2,90,166,1
9766465,2013,3,100,166,1
1732194,2012,2,100,166,3
1328250,2011,1,100,166,1
17725291,2014,1,100,166,1
14113682,2014,2,90,166,1
1425903,2011,1,90,166,1
22951285,2014,2,90,166,1
1578846,2012,3,100,166,2
1282391,2011,2,80,166,1
3789531,2012,3,100,166,3
1464268,2011,1,90,166,1
3122986,2012,2,100,166,2
4349786,2012,2,100,166,1
24435568,2014,3,78,166,1
21393906,2014,3,100,166,1
726851,2011,1,100,166,1
1797450,2012,3,100,166,1
32880961,2015,3,100,166,5
42355525,2015,3,100,166,1
4231374,2012,3,100,166,1
112848142,2017,1,70,166,1
2366477,2012,2,100,166,1
28061766,2015,3,100,166,1
33562949,2015,1,100,166,1
73358292,2016,1,100,166,1
2836526,2012,1,88,79,2
3478314,2012,2,100,166,1
41559086,2015,2,100,166,1
25626939,2015,3,100,166,1
81030660,2016,1,100,166,2
94918,2010,1,67,166,1
55368306,2016,3,100,166,1
10006891,2013,2,90,166,1
3146107,2012,2,80,166,1
4917223,2013,3,88,166,1
1127781,2011,3,100,166,1
7415204,2013,2,100,166,1
116418246,2017,3,75,166,1
50981720,2015,1,100,166,1
1558164,2012,1,100,166,1
27256532,2015,1,50,166,1
9275627,2013,3,100,166,1
3353389,2012,2,89,166,1
19151180,2014,1,100,166,1
4066253,2012,3,90,166,1
12827457,2014,1,50,166,1
8132537,2013,1,100,166,2
8526412,2013,1,100,166,1
12413514,2014,3,100,166,1
1836439,2012,3,100,166,3
25676238,2015,3,100,166,1
7209360,2013,3,100,166,1
5679403,2013,1,90,166,2
5918279,2013,1,60,166,1
105670074,2016,2,92,166,1
10147086,2013,2,100,166,1
13344899,2014,3,100,166,1
66939255,2016,1,100,166,1
25890912,2015,3,100,166,1
21530103,2014,2,100,166,1
32374841,2015,3,100,166,1
1910903,2012,3,100,166,1
4617497,2013,2,100,166,1
79882296,2016,2,100,166,1
47115210,2015,1,75,166,1
27881949,2015,3,100,166,1
10789271,2013,3,100,166,1
39752832,2015,3,100,166,1
82479970,2016,3,100,166,1
2966574,2012,1,50,166,1
36490143,2015,3,100,166,1
4273173,2012,1,100,166,1
10772003,2013,1,80,166,1
88836395,2016,3,100,166,1
6566348,2013,3,100,166,1
9489312,2013,3,100,166,1
2280531,2012,5,0,166,1
25304793,2014,1,60,166,1
52755445,2015,1,50,166,1
16898305,2014,2,100,166,1
125485596,2017,3,100,166,1
43322389,2015,3,100,166,1
3509262,2012,3,100,166,1
31320950,2015,2,100,166,1
50884171,2015,3,100,166,1
4211818,2012,3,100,166,1
31495845,2015,3,100,166,1
8623941,2013,5,17,166,1
50046135,2015,3,100,166,1
22299974,2014,5,0,166,1
819379,2011,1,100,166,1
106026967,2016,3,100,166,1
45446732,2015,1,100,166,1
1727587,2012,1,100,166,1
7320414,2013,5,0,166,1
426571,2011,1,90,166,1
5857749,2013,1,50,166,1
7549904,2013,2,100,166,1
13470888,2014,1,90,166,1
2376157,2012,2,100,166,1
12081604,2014,2,100,166,1
2074622,2012,1,100,166,1
100648429,2016,5,44,166,1
300965,2010,1,100,166,1
3400164,2012,2,100,166,1
1419848,2011,2,86,166,1
3957659,2012,2,100,166,1
1831244,2012,2,100,166,1
2814963,2012,3,100,166,1
4328532,2012,2,100,166,1
52760241,2015,2,83,166,2
4852040,2013,1,100,166,1
2214076,2012,3,100,166,1
14545791,2014,2,100,166,1
37651432,2015,1,50,166,1
1480990,2011,1,100,166,1
53175788,2016,3,100,1004,1
843326,2011,3,100,166,3
23410579,2014,1,67,166,2
29518055,2015,3,100,34,3
1321934,2011,3,100,166,1
67583487,2016,1,90,166,1
52849863,2015,3,100,166,2
116974083,2017,3,100,166,1
30192002,2015,3,100,166,1
49467817,2015,1,88,166,1
23818637,2014,2,100,166,1
20079788,2014,3,100,1004,3
958116,2011,2,100,166,1
48608619,2015,3,100,166,1
5023680,2013,3,100,166,2
7192254,2013,5,33,166,1
24120238,2014,3,100,1004,1
18278760,2014,2,90,166,1
1831389,2012,3,100,166,1
102622344,2016,1,75,166,1
56451959,2016,3,67,166,1
123938773,2017,5,30,166,1
74742,2010,2,100,166,1
6507902,2013,1,100,166,1
8319752,2013,3,100,166,1
3608594,2012,2,100,166,1
126151564,2017,3,100,166,1
3847064,2012,2,90,166,1
33854283,2015,1,56,166,1
418336,2011,3,100,166,1
101008901,2016,2,100,166,1
3900560,2012,3,100,577,1
61209463,2016,3,100,79,3
12758212,2014,2,89,79,2
104445270,2016,2,100,79,1
15311945,2014,5,7,79,1
4545880,2013,3,100,79,1
27675868,2015,2,100,79,1
35588992,2015,2,100,79,1
3317475,2012,3,100,79,2
328222,2010,3,100,79,1
41741297,2015,3,100,79,3
3962128,2012,2,100,79,1
68469683,2016,3,100,79,1
19026985,2014,1,50,816,1
53555301,2016,2,100,79,1
17758074,2014,2,100,79,1
4158304,2012,3,100,79,1
43370113,2015,2,100,79,1
20475915,2014,3,100,79,1
21989326,2014,2,100,79,1
3177278,2012,3,100,79,1
23204011,2014,1,90,79,1
18822794,2014,2,100,79,1
2147074,2012,2,100,79,1
712073,2011,1,100,79,1
16101198,2014,3,100,79,2
20882412,2014,3,100,79,1
19502982,2014,1,100,79,1
3902228,2012,2,100,79,1
4654308,2013,3,100,79,2
50294639,2015,1,100,79,1
9800961,2013,2,100,79,1
7400471,2013,3,100,79,3
99504302,2016,1,70,79,1
5358854,2013,3,100,79,1
54364271,2016,3,100,79,1
18463959,2014,2,100,79,1
75071466,2016,3,100,79,1
48056413,2015,2,100,79,1
11591962,2014,2,100,79,1
1332388,2011,1,100,79,1
12258154,2014,1,70,79,1
11209037,2014,1,100,79,1
97754492,2016,2,100,79,1
89652242,2016,3,100,79,1
2494425,2012,1,89,79,1
10986253,2014,3,100,79,2
100891220,2016,2,100,79,1
88289316,2016,3,100,79,1
2629177,2012,3,100,79,1
53684639,2016,3,100,79,1
106801642,2016,3,100,79,1
16507286,2014,1,100,79,1
9803093,2013,3,100,79,1
933872,2011,1,58,79,1
107627069,2016,2,100,79,1
35190873,2015,2,100,79,1
35588475,2015,1,60,79,1
102972400,2016,3,100,79,1
124391826,2017,2,100,2449,1
67093688,2016,2,100,2449,1
21802359,2014,1,100,2449,1
97018231,2016,3,90,476,4
110986914,2017,3,100,595,11
4955139,2013,2,100,413,1
35992132,2015,3,90,413,1
117676354,2017,3,100,829,1
5878034,2013,3,100,829,4
23472830,2014,3,100,1725,11
45483199,2015,3,100,413,1
68250714,2016,2,100,413,2
3709828,2012,3,100,476,4
6655202,2013,2,100,413,1
742398,2011,1,78,829,4
40510045,2015,3,100,1118,10
39924485,2015,3,100,413,1
92635593,2016,3,100,413,8
14766710,2014,2,100,279,2
20081033,2014,3,100,829,2
33825220,2015,1,100,413,1
124121556,2017,1,100,413,1
32607998,2015,2,71,829,1
45911172,2015,1,100,829,1
44187629,2015,2,100,413,2
69267810,2016,3,100,476,7
42616973,2015,3,100,413,1
51598323,2015,3,100,413,1
10210964,2013,3,94,413,1
131184559,2017,3,100,413,1
3150855,2012,1,100,413,1
5175157,2013,2,100,413,1
17705073,2014,3,100,197,2
44281398,2015,3,100,829,3
8540894,2013,3,100,413,2
52269380,2015,3,100,279,6
91725106,2016,3,100,829,1
809517,2011,3,100,279,4
70659143,2016,3,100,413,2
2732548,2012,2,100,1257,2
21024386,2014,3,100,829,1
43687235,2015,3,100,413,1
23966754,2014,2,100,829,1
41727257,2015,3,100,627,2
4032576,2012,1,100,476,8
34373033,2015,3,100,829,2
88692184,2016,2,100,829,1
49028111,2015,2,100,413,2
100012809,2016,3,100,413,1
17328956,2014,2,100,413,1
7666731,2013,1,100,413,2
118873988,2017,1,77,476,1
65031558,2016,1,60,829,2
8267190,2013,3,100,413,3
3440474,2012,1,100,829,1
124881429,2017,1,63,829,1
11709094,2014,3,100,829,1
47329425,2015,2,100,197,5
104967828,2016,3,100,413,2
129176742,2017,3,100,413,1
13512842,2014,2,100,413,1
27476365,2015,2,80,829,1
93169987,2016,1,100,413,2
3212906,2012,1,88,413,1
16871974,2014,3,80,413,2
45379876,2015,2,92,829,1
38344333,2015,3,100,413,1
69202072,2016,3,100,829,1
128750567,2017,3,100,413,1
92855707,2016,3,100,413,1
13403557,2014,2,100,413,1
60078962,2016,2,80,829,3
45632112,2015,1,82,829,3
1319225,2011,1,100,413,2
6056875,2013,3,100,829,1
39718157,2015,2,100,413,1
91644709,2016,3,100,829,1
694553,2011,2,100,413,1
1306042,2011,3,100,413,1
26144809,2015,2,100,413,1
17944133,2014,3,100,413,1
74672680,2016,1,100,413,2
6428755,2013,2,100,829,2
5502744,2013,3,100,413,3
31261277,2015,3,100,627,2
40222002,2015,3,100,829,1
9532580,2013,3,100,829,1
117453942,2017,3,100,413,1
89510924,2016,1,100,413,1
4288804,2012,2,100,413,1
1911043,2012,3,100,413,1
70945480,2016,3,100,413,1
34050490,2015,2,100,413,1
6671740,2013,1,90,413,1
28242489,2015,3,100,413,1
78278259,2016,2,100,829,3
57121887,2016,3,100,413,1
4917449,2013,1,50,413,1
6606602,2013,3,100,829,1
7877429,2013,1,100,413,1
62540478,2016,5,33,829,1
23377415,2014,3,100,413,1
106711091,2016,3,100,413,1
23700725,2014,1,100,413,1
130678515,2017,2,100,413,1
6298098,2013,3,100,413,1
25400505,2014,3,100,829,2
27613253,2015,3,100,413,1
1288588,2011,3,100,413,1
50484087,2015,3,100,413,1
125370198,2017,3,100,413,1
51017803,2015,3,100,829,1
81695515,2016,2,100,829,1
115730969,2017,3,100,413,1
72721077,2016,3,100,413,1
3260313,2012,2,100,413,1
26386984,2015,3,100,413,1
126947742,2017,3,100,829,1
18942204,2014,3,100,413,1
47224701,2015,3,100,413,1
2199661,2012,3,100,810,1
8698175,2013,3,100,413,1
51770676,2015,1,100,413,1
10468498,2013,3,100,476,9
12874802,2014,2,99,279,4
23705522,2014,3,100,279,10
47247186,2015,2,100,279,1
12028383,2014,2,100,1398,4
18839267,2014,3,100,279,18
48204283,2015,3,100,279,4
13850608,2014,2,98,476,2
55442,2009,3,100,279,5
15850616,2014,2,80,627,3
105963438,2016,3,100,279,1
39870987,2015,3,71,476,1
7612309,2016,3,100,279,1
1798495,2012,2,100,279,6
20841116,2014,2,100,27,1
69684066,2016,3,100,279,2
23336387,2014,2,100,1332,2
11627597,2014,3,100,476,3
490177,2011,3,100,476,4
12742095,2014,3,100,1269,23
4152900,2012,1,56,1332,2
7476559,2013,3,94,476,3
9318780,2013,3,100,279,1
121183072,2017,3,100,476,2
27746870,2015,3,100,476,3
4959959,2013,2,100,476,1
97413190,2016,3,100,279,1
64615527,2016,1,79,279,2
29275472,2015,1,100,279,1
108747651,2016,3,100,279,3
17618290,2014,1,89,279,1
101777068,2016,5,18,279,1
91300270,2016,3,100,27,1
24750456,2014,3,100,27,2
32298745,2015,3,100,279,1
130350276,2017,3,100,279,1
16053882,2014,2,89,279,1
34378986,2015,3,100,279,1
48862449,2015,3,100,279,1
7353002,2013,2,100,27,2
5296312,2013,3,100,279,1
128910655,2017,1,86,279,1
36823972,2015,1,80,279,3
78118907,2016,3,100,279,1
21101910,2014,2,100,279,1
19509784,2014,3,100,195,5
105820707,2016,2,100,279,1
1372066,2011,2,100,279,3
65828022,2016,3,100,279,1
63980827,2016,3,100,279,1
8574833,2013,3,100,279,1
104563461,2016,1,74,27,2
48432866,2015,3,100,279,1
1397143,2011,3,100,867,2
116599860,2017,3,100,1269,2
7457259,2013,1,65,490,2
15943051,2014,3,100,279,1
26181633,2015,3,100,279,1
1301725,2011,3,90,476,2
2180237,2012,3,100,279,2
4670331,2013,1,83,279,1
3367744,2012,3,100,279,2
2285895,2012,3,100,132,3
122518641,2017,3,100,27,1
15778600,2014,5,25,279,1
1106223,2011,1,100,279,1
12764178,2014,1,79,27,5
94702060,2016,3,100,1803,2
9037698,2013,3,100,279,1
56903524,2016,3,100,27,2
79280072,2016,1,50,279,1
106727356,2016,3,100,279,1
48888716,2015,2,78,27,1
3191671,2012,3,100,790,1
33842639,2015,3,97,279,3
16660993,2014,3,100,279,1
25201467,2014,3,100,279,1
122519100,2017,3,100,27,1
37940983,2015,3,100,279,1
65137308,2016,3,90,279,1
894469,2011,3,90,279,1
76610945,2016,1,60,279,1
128745036,2017,3,100,27,2
37507069,2015,5,0,279,1
37279276,2015,3,100,279,1
22160624,2014,3,100,279,1
27417830,2015,5,0,279,3
117327783,2017,3,100,279,1
126698744,2017,2,90,279,1
112566668,2017,3,100,476,1
114642761,2017,3,100,27,1
19309556,2014,3,100,279,1
35171117,2015,2,90,279,1
14052914,2014,3,100,279,1
104551258,2016,3,100,27,2
19703001,2014,3,100,279,1
2242693,2012,3,100,279,1
110396936,2017,3,100,27,1
123109332,2017,3,100,27,1
89131145,2016,3,100,279,1
78188668,2016,3,100,279,1
22732435,2014,5,41,279,1
68068283,2016,3,98,279,1
131660608,2017,3,100,476,1
19684440,2014,1,79,279,1
102645930,2016,3,100,279,1
115675312,2017,3,100,27,1
848965,2011,1,100,1031,1
116235283,2017,3,100,1031,5
98464309,2016,3,100,1031,1
18982554,2014,3,100,1031,1
35024779,2015,3,100,1031,5
3745128,2012,1,100,1031,1
14032378,2014,3,100,1031,1
21091787,2014,3,100,1031,1
3568804,2012,3,100,1576,1
101459912,2016,3,100,1031,1
48946616,2015,3,100,1031,1
896929,2011,2,100,1031,1
69618761,2016,3,100,1031,2
16422166,2014,1,50,1031,1
106260702,2016,3,100,1031,1
14117635,2014,2,100,1031,1
77743658,2016,1,57,1031,1
2432338,2012,2,100,571,1
77865895,2016,3,100,1031,1
40923349,2015,3,100,1239,1
123153071,2017,3,100,1239,1
110464754,2017,3,100,1239,1
6114058,2013,2,100,1239,2
92625553,2016,1,100,1239,1
16772365,2014,2,100,1239,1
78107846,2016,5,0,1239,1
53459732,2016,2,100,1894,1
4006908,2012,1,60,1894,1
1271213,2011,1,100,1394,1
104490446,2016,1,100,1394,1
2452039,2012,5,0,1394,1
1138078,2011,2,100,1562,1
15974323,2014,2,100,1394,1
1015519,2011,1,100,985,1
11500643,2014,3,100,985,3
40604988,2015,1,90,48,1
32660694,2015,2,80,985,1
40637251,2015,3,100,985,1
19406893,2014,2,100,985,1
857327,2011,3,100,985,1
123741200,2017,3,78,985,1
49111834,2015,3,75,985,1
396915,2011,3,91,985,1
4952930,2013,1,100,985,1
29368932,2015,1,90,985,1
8514732,2013,2,100,985,1
10165374,2013,2,100,985,1
6087896,2013,3,100,985,1
2627139,2012,3,100,985,3
24003199,2014,1,75,985,2
16670354,2014,3,100,985,1
18788760,2014,1,100,985,1
17988339,2014,3,100,985,1
3822056,2012,2,88,985,1
399745,2011,2,93,985,1
882529,2011,3,100,985,1
82791448,2016,1,100,985,2
9423166,2013,3,100,985,1
80484044,2016,3,100,985,1
1133491,2011,3,100,1384,1
7303559,2013,3,100,1004,1
12146767,2014,3,100,1004,1
1517951,2011,3,100,1384,1
16918988,2014,1,100,1384,1
3181674,2012,2,100,305,1
1199067,2011,3,100,1384,1
58462353,2016,2,87,1384,1
90818742,2016,2,100,1384,2
6422632,2013,3,100,788,1
28456221,2015,3,100,1384,3
10149393,2013,2,95,1004,1
24213066,2014,3,100,1384,1
57028401,2016,2,100,1384,1
2144338,2012,1,93,1384,1
79000226,2016,1,83,1384,1
10691523,2013,2,83,1004,1
19779938,2014,2,100,1384,1
5687919,2013,3,100,1384,1
2035672,2012,1,80,1384,1
3701116,2012,1,57,1384,1
26854609,2015,1,100,1384,1
9089825,2013,3,100,1384,1
52547830,2015,3,100,1384,1
31227111,2015,3,100,79,1
3370750,2012,3,100,561,1
3775349,2012,5,41,340,1
21866694,2014,1,100,374,1
829660,2011,3,100,374,2
686428,2011,5,29,374,3
1414100,2011,2,100,374,2
8990459,2013,1,100,866,1
3272544,2012,3,100,866,2
10912198,2013,2,100,374,1
855228,2011,1,70,374,1
3857753,2012,1,100,374,1
5000992,2013,3,100,374,1
522545,2011,1,94,374,2
13762982,2014,1,100,374,1
1475411,2011,3,100,1327,1
1194137,2011,1,97,374,1
1718732,2012,2,100,374,1
929663,2011,2,100,374,1
1930520,2012,3,100,374,1
5763623,2013,1,100,866,1
10033475,2013,2,100,374,1
2273599,2012,1,100,374,1
5677460,2013,3,100,866,1
3226879,2012,2,100,866,1
7573074,2013,3,100,64,2
4074272,2012,3,100,374,1
6922907,2013,1,100,374,1
3403623,2012,5,0,374,2
3518596,2012,2,100,374,1
13799640,2014,2,100,374,1
3823279,2012,3,97,374,1
1759111,2012,3,100,866,1
4268101,2012,2,100,374,2
2041256,2012,3,92,1393,2
10356926,2013,3,100,374,1
9308600,2013,1,75,183,1
16820050,2014,1,100,374,1
3654234,2012,2,100,374,1
7970281,2013,3,100,374,1
139968,2010,3,100,374,1
2942132,2012,3,100,866,1
9885034,2013,1,84,374,1
2219276,2012,2,96,734,1
677634,2011,2,77,183,1
8213233,2013,2,100,374,1
58996772,2016,2,100,753,1
62108531,2016,1,92,1671,3
39750482,2015,2,100,1671,2
117738453,2017,2,100,1658,3
3974047,2012,3,100,1658,1
885134,2011,1,85,1001,3
40309393,2015,5,33,1658,1
6901727,2013,3,100,1658,2
41159571,2015,5,0,1658,1
14430464,2014,3,100,856,3
22729779,2014,3,100,856,1
2626568,2012,3,100,856,1
11070021,2014,2,100,856,1
488151,2011,3,100,856,1
6497282,2013,3,100,1327,1
44601862,2015,1,94,753,1
7925800,2013,1,75,1658,1
20394512,2014,3,100,1658,1
2747085,2012,2,100,1658,1
4652227,2013,1,100,1658,1
51922996,2015,3,100,1464,1
1035045,2011,3,100,1464,5
5096192,2013,3,100,1464,1
14134884,2014,3,100,1464,1
13485777,2014,3,100,1464,1
5583741,2013,3,100,1671,2
4930260,2013,3,95,1671,1
16174380,2014,3,100,1164,1
33644849,2015,3,100,734,5
15044839,2014,3,100,856,1
28917976,2015,3,92,734,1
4111467,2012,2,70,1514,2
41371674,2015,3,100,1514,1
97489392,2016,3,100,753,1
34249903,2015,2,100,753,1
16844520,2014,3,100,753,3
18412267,2014,3,100,1327,2
49918232,2015,3,100,1658,2
11426239,2014,3,96,753,2
15503863,2014,3,100,753,1
4175419,2012,3,100,1154,2
2700806,2012,2,100,1154,1
1743695,2012,3,89,1778,1
2395718,2012,1,100,1154,1
13238141,2014,2,90,2046,1
40815380,2015,2,71,734,1
38145121,2015,2,100,1358,1
42109537,2015,3,100,1358,1
3185706,2012,5,20,734,1
29277962,2015,2,100,1342,1
51903875,2015,2,91,1358,1
24202644,2014,2,100,1358,1
11786232,2014,2,100,1302,8
10730981,2013,2,100,1302,3
4330588,2012,3,90,1302,1
4030082,2012,3,100,1327,2
5617051,2013,3,100,1154,1
2218343,2012,3,100,1154,2
4002679,2012,3,93,1154,1
11817710,2014,2,100,1154,1
5057797,2013,1,90,1154,1
10671121,2013,3,100,1154,1
759411,2011,1,83,1413,2
9935841,2013,2,100,1413,1
6902266,2013,3,100,1413,1
16848661,2014,1,75,1342,1
631951,2011,2,100,1342,1
8010178,2013,1,100,1342,1
3682696,2012,3,100,164,1
37298105,2015,3,97,340,1
4022801,2012,3,100,667,1
1987285,2012,2,100,667,1
37976387,2015,3,100,994,1
22467533,2014,3,100,994,1
27520892,2015,2,100,994,1
50991973,2015,3,100,1799,1
99746201,2016,3,100,1799,1
6330333,2013,3,100,563,2
21795874,2014,2,93,1504,1
2571392,2012,2,100,1386,2
1354169,2011,2,100,540,1
4805453,2013,3,100,1327,3
12945000,2014,3,100,569,1
2142963,2012,2,100,1327,2
1753990,2012,2,100,1327,1
11994044,2014,1,90,1327,1
1994441,2012,3,100,1327,3
7539925,2013,1,100,1327,1
6099988,2013,2,100,1327,1
20856270,2014,3,96,1327,2
2759839,2012,2,100,1327,1
6771638,2013,3,100,1327,1
13578477,2014,3,100,1327,1
11806249,2014,3,100,1327,1
22874841,2014,2,100,1154,1
19865534,2014,2,100,1154,1
4729990,2013,3,100,543,2
19066350,2014,1,83,215,2
29483150,2015,2,100,1273,1
69086583,2016,3,100,1273,1
19520294,2014,2,100,1273,1
65498878,2016,2,100,1273,1
68502098,2016,2,100,1273,1
19982114,2014,2,100,2215,1
7614614,2013,3,100,1273,1
3165275,2012,3,100,1654,1
12444629,2014,3,100,1654,1
4091982,2012,5,40,42,1
3785041,2012,1,100,42,1
7696891,2013,1,60,42,1
19484319,2014,3,100,528,1
5832211,2013,2,100,528,1
3275907,2012,3,100,528,1
10345388,2013,5,13,48,3
9923941,2013,3,100,48,1
10773581,2013,3,100,48,1
6732062,2013,2,71,48,4
15905680,2014,2,90,48,1
2044023,2012,3,100,48,1
16375118,2014,1,100,34,2
78216081,2016,2,100,48,1
35687256,2015,1,100,48,1
9569831,2013,1,88,48,1
17681892,2014,3,100,48,1
2699420,2016,3,100,48,1
6390440,2013,1,80,48,1
11090059,2014,3,100,48,1
64791734,2016,1,80,48,1
100181762,2016,1,80,48,1
2902503,2012,1,100,48,1
41337194,2015,1,50,48,1
13606476,2014,1,60,48,1
2011296,2012,1,100,48,1
864849,2011,3,100,48,1
58729176,2016,2,100,48,1
119133613,2017,2,100,48,1
43471647,2015,3,100,48,1
41295048,2015,2,100,48,2
749597,2011,3,100,48,1
31642258,2015,1,75,48,1
19035475,2014,3,100,48,1
4104800,2012,3,100,48,1
40027678,2015,1,100,48,1
30488495,2015,2,90,48,1
31657015,2015,2,69,48,2
703493,2011,3,100,48,1
3006939,2012,1,100,48,1
4461607,2012,2,100,48,1
101827948,2016,2,87,48,1
3079840,2012,2,100,48,1
874110,2011,2,100,48,1
2342312,2012,2,100,48,2
8305385,2013,5,0,48,1
7318098,2013,5,25,48,1
109457831,2017,3,100,48,1
5044501,2013,3,100,48,1
